Original Text,Translated Text,Character Count
Nasabah melanggar baik sebagian maupun seluruh ketentuan dalam Ketentuan myBCA Bisnis BCA ini dan/atau ketentuan hukum yang berlaku;,客户违反 BCA Business myBCA 条款和/或适用法律条款中的部分或全部规定；,132
"Nasabah tidak memenuhi kewajiban sebagaimana diatur dalam Ketentuan myBCA Bisnis BCA ini, baik sebagian maupun seluruhnya;",客户未履行 BCA Business myBCA 条款中规定的部分或全部义务；,122
Nasabah menjalankan kegiatan usaha yang dilarang oleh Undang-Undang;,客户从事法律禁止的商业活动；,68
berdasarkan penilaian BCA penggunaan fasilitas myBCA Bisnis melanggar Ketentuan myBCA Bisnis BCA dan/atau ketentuan hukum yang berlaku;,根据 BCA 的判断，使用 myBCA Bisnis 设施违反了 BCA 的 myBCA Bisnis 条款和/或适用的法律规定；,135
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah diketahui dan/atau patut diduga menggunakan dokumen palsu dalam menggunakan myBCA Bisnis;,客户和/或客户指定的一方已知和/或有理由怀疑在使用 myBCA 业务时使用虚假文件；,139
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah menyampaikan informasi dan/atau data yang tidak benar atau diragukan kebenarannya;,客户和/或客户指定的一方提交了错误或可疑的信息和/或数据；,132
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah memiliki sumber dana yang diketahui dan/atau patut diduga berasal dari hasil tindak pidana;,客户和/或客户指定的一方的资金来源已知和/或有理由怀疑来源于刑事犯罪所得；,141
Nasabah melakukan kerja sama dan memproses transaksi menggunakan fasilitas myBCA Bisnis dengan pelaku kejahatan (fraudster);,客户与欺诈者合作并使用 myBCA 业务设施处理交易；,124
"Nasabah memanfaatkan fasilitas myBCA Bisnis untuk menjalankan kegiatan usaha yang dilarang dalam Ketentuan myBCA Bisnis BCA ini atau yang tidak sesuai dengan norma kesusilaan, agama, moral, ketertiban umum, hukum, atau peraturan perundang-undangan yang berlaku;",客户利用 myBCA 商务设施进行 BCA myBCA 商务条款中禁止的或不符合礼仪、宗教、道德、公共秩序、法律或适用法律和法规的商务活动；,261
"izin usaha Nasabah berakhir, dicabut, atau dibekukan oleh otoritas yang berwenang;",客户的营业执照过期、被主管当局吊销或暂停；,82
ada instruksi dari otoritas pengawas perbankan kepada BCA untuk mengakhiri kerja sama pemberian fasilitas myBCA Bisnis;,银行监管当局指示 BCA 终止提供 myBCA Bisnis 设施的合作；,119
seluruh rekening milik Nasabah yang terhubung dengan myBCA Bisnis Nasabah ditutup baik atas permintaan Nasabah atau karena sebab lainnya; dan/atau,应客户要求或出于其他原因，关闭属于客户的、与客户的 myBCA 业务相连的所有账户；和/或,146
Nasabah menghapus seluruh User ID yang terdaftar.,客户删除所有已注册的用户 ID。,49
S. Penyelesaian Perselisihan,S.争议解决,28
Nasabah setuju bahwa setiap perselisihan atau perbedaan pendapat yang timbul dari dan/atau berkenaan dengan pelaksanaan Ketentuan myBCA Bisnis BCA ini antara Nasabah dengan BCA akan diselesaikan dengan cara musyawarah.,客户同意，客户与 BCA 之间因执行本 BCA myBCA 商业条款而产生和/或与之相关的任何争议或意见分歧将通过协商解决。,218
"Setiap perselisihan atau perbedaan pendapat yang tidak dapat diselesaikan secara musyawarah oleh Nasabah dengan BCA, akan diselesaikan melalui fasilitasi perbankan di Bank Indonesia atau Otoritas Jasa Keuangan atau mediasi yang dilakukan melalui Lembaga Alternatif Penyelesaian Sengketa yang tercantum dalam Daftar Lembaga Alternatif Penyelesaian Sengketa yang ditetapkan oleh Otoritas Jasa Keuangan.",任何争议或意见分歧，如无法通过客户和印尼中央银行的协商解决，将通过印尼银行或金融服务管理局的银行便利措施解决，或通过金融服务管理局设立的争议替代解决机构名单中列出的争议替代解决机构进行调解。,400
"Setiap perselisihan atau perbedaan pendapat yang tidak dapat diselesaikan baik secara musyawarah dan/atau mediasi sebagaimana dimaksud dalam butir 2 di atas akan diselesaikan melalui Pengadilan Negeri Jakarta Pusat, dengan tidak mengurangi hak BCA untuk mengajukan gugatan atau tuntutan melalui Pengadilan Negeri lainnya dalam wilayah Republik Indonesia.",任何无法通过上述第 2 点所述的商议和/或调解解决的争议或意见分歧，将通过雅加达中 央地方法院解决，但不妨碍巴卡拉公司通过印度尼西亚共和国境内的其他地方法院提 起诉讼或索赔的权利。,354
T. Lain-lain,T.其他,12
Nasabah wajib senantiasa memastikan data Nasabah dan/atau pemegang,客户必须始终确保客户和/或许可证持有人的数据安全。,66
User ID,用户 ID,7
"yang ada di BCA merupakan data yang terkini. Dalam hal terdapat perubahan atas data tersebut, Nasabah wajib melakukan pengkinian data tersebut melalui sarana dan prosedur yang berlaku di BCA. Segala akibat yang timbul sehubungan dengan kelalaian Nasabah dalam melakukan pengkinian data tersebut akan menjadi tanggung jawab Nasabah sepenuhnya.",BCA 中的数据为最新数据。如果数据发生变化，客户有义务通过 BCA 的适用设施和程序更新数据。因客户在更新数据时的疏忽而导致的任何后果均由客户自行承担。,342
"Dalam hal Nasabah memberikan data pribadi pihak lain kepada BCA terkait dengan penyediaan dan penggunaan fasilitas myBCA Bisnis, antara lain data nomor",如果客户在提供和使用myBCA Bisnis设施时向BCA提供其他方的个人资料，包括客户的号码。,151
handphone,手持电话,9
dan/atau alamat,和/或地址,15
email,电子邮件,5
dari masing-masing,每个,18
User,用户,4
"yang ditunjuk oleh Nasabah dan/atau pihak yang ditunjuk oleh Nasabah, penerima dana, dan/atau pihak lainnya (jika ada), Nasabah dengan ini menjamin bahwa Nasabah telah mendapatkan persetujuan dari setiap subjek data pribadi yang bersangkutan untuk memberikan data pribadi dimaksud kepada BCA .",在客户和/或客户指定的收款方和/或其他方（如有）的同意下，客户特此保证，客户已获得各相关个人资料主体的同意，向北京银行提供该等个人资料。,293
"BCA berhak untuk mengubah, melengkapi, atau mengganti Ketentuan myBCA Bisnis BCA yang akan diberitahukan oleh BCA kepada Nasabah dalam bentuk dan melalui sarana apa pun sesuai ketentuan hukum yang berlaku.",BCA 保留修改、补充或替换 myBCA Bisnis BCA 条款的权利，BCA 将根据适用的法律规定，以任何形式、通过任何方式通知客户。,205
"Dalam menggunakan layanan/fasilitas myBCA Bisnis, Nasabah wajib tunduk pada ketentuan hukum yang berlaku di Indonesia.",在使用 myBCA Business 服务/设施时，客户必须遵守印度尼西亚适用法律的规定。,118
"Nasabah dengan ini menyatakan telah membaca, memahami sepenuhnya, dan
  menyetujui Ketentuan myBCA Bisnis BCA ini dan BCA telah memberikan penjelasan
  dan meminta konfirmasi kepada Nasabah atas penjelasan tentang manfaat, biaya,
  risiko, serta hak dan kewajiban terkait dengan myBCA Bisnis.","客户特此声明已阅读、完全理解并同意本BCA Business myBCA条款。
  同意 BCA Business myBCA 条款，并且 BCA 已向客户解释并要求客户确认
  并要求客户确认，以解释与 myBCA Bisnis 有关的利益、成本、风险以及权利和义务、
  风险以及与 myBCA Bisnis 相关的权利和义务。",292
KETENTUAN MYBCA BISNIS BCA INI,我的 BCA 业务条款,30
TELAH DISESUAIKAN DENGAN KETENTUAN PERATURAN PERUNDANG-UNDANGAN,已根据法律法规的规定进行了调整,63
"TERMASUK
    KETENTUAN PERATURAN OTORITAS JASA KEUANGAN","包括
    金融服務管理局規例的條文",55
Perlu Diketahui,需要了解的信息,15
Risiko,风险,6
"Kemungkinan terjadinya gangguan pada jaringan sistem/koneksi
    jaringan yang dapat menyebabkan transaksi perbankan melalui myBCA
    Bisnis tidak dapat dilakukan. Transaksi tidak dapat diproses jika
    melebihi batas waktu transaksi dan/atau limit harian.","系统网络/连接可能中断
    可能导致通过 myBCA 进行的银行交易
    业务无法进行。如果出现以下情况，则无法处理交易
    超过交易时限和/或每日限额。",258
"Penyalahgunaan myBCA Bisnis antara lain akibat dari KeyBCA
    hilang/dicuri, User ID, PIN KeyBCA, dan KeyBCA","濫用 myBCA 商業服務，包括因 KeyBCA
    丢失/被盗、用户 ID、KeyBCA 密码和 KeyBCA",109
Response,回应,8
"diberitahu kepada pihak lain dan kebocoran data
    transaksi yang disebabkan oleh kelalaian dari Nasabah pemilik myBCA
    Bisnis.","通知其他方和数据泄漏
    由于拥有 myBCA 的客户的疏忽而造成的交易。
    业务。",131
"Penyalahgunaan H2H myBCA Bisnis akibat kebocoran sarana transaksi
    dan data transaksi yang disebabkan oleh kelalaian dari Nasabah
    pengguna fasilitas H2H myBCA Bisnis.","由于交易手段和交易数据的泄漏而导致的H2H myBCA业务的滥用
    由于客户的疏忽而导致的交易手段和交易数据的泄漏。
    使用myBCA商务H2H设施的用户。",173
"Bagi Nasabah pengguna fasilitas H2H myBCA Bisnis ada kemungkinan
    terjadinya gangguan pada jaringan komunikasi/sistem H2H yang dapat
    menyebabkan transaksi perbankan melalui H2H tidak dapat dilakukan.","對於使用 myBCA Business H2H 設施的客戶，可能會發生以下情況
    H2H 通信网络/系统可能发生中断，导致无法通过 H2H 进行银行交易。
    导致无法通过 H2H 进行银行交易。",206
"Rekening kartu kredit nasabah yang baru dibuka setelah proses
    pendaftaran myBCA Bisnis, wajib didaftarkan kembali jika ingin
    digunakan pada myBCA Bisnis.","客户的信用卡账户是在 myBCA 商贸网站注册过程之后开立的。
    如果要在 myBCA Business 上使用，必须重新注册。
    使用。",161
Persyaratan dan Tata Cara,要求和程序,25
"Pendaftaran myBCA Bisnis dapat dilakukan cabang BCA terdekat dengan
    cara mengisi dan menandatangani Formulir myBCA Bisnis dan Ketentuan
    myBCA Bisnis PT Bank Central Asia Tbk (BCA).","注册 myBCA Bisnis 可在最近的 BCA 分支机构通过以下方式进行
    填写并签署 myBCA Bisnis 表格及条款和条件。
    myBCA Bisnis PT Bank Central Asia Tbk (BCA).",188
"Untuk rekening yang termasuk rekening gabungan (joint account)
    dengan status “ATAU” dan kartu kredit yang didaftarkan dalam myBCA
    Bisnis dengan nama yang berbeda dengan nama Nasabah pemilik myBCA
    Bisnis harus dilengkapi dengan surat kuasa dari pemilik rekening
    atau pemilik kartu kredit.","对于包括联名账户
    或 ""状态的联名账户和在 myBCA 注册的信用卡
    名称与 myBCA 所有者名称不同的企业 客户
    企业必须附有账户所有人或信用卡所有人的授权书
    或信用卡所有人的授权书。",303
"Setiap nasabah wajib memiliki 1 (satu) Sysadmin Maker dan 1 (satu)
    Sysadmin Releaser.","每位客户必须拥有 1 个 Sysadmin Maker 和 1 个 Sysadmin Releaser。
    系统管理员释放器。",89
"Nasabah pemilik myBCA Bisnis memberikan akses myBCA Bisnis kepada
    user Sysadmin sesuai yang tercantum dalam Formulir myBCA Bisnis
    untuk melakukan tindakan sesuai wewenang Sysadmin.","myBCA Business 擁有者客戶將 myBCA Business 的存取權授予
    myBCA Business 表格中所述的系统管理员用户的访问权限。
    表单，以便根据系统管理员的权限执行操作。",188
"Rekening/kartu kredit Nasabah yang baru dibuka setelah proses
    pendaftaran myBCA Bisnis, wajib didaftarkan kembali jika ingin
    digunakan pada myBCA Bisnis.","客户在 myBCA 企业注册过程之后开立的新账户/信用卡
    如果要在 myBCA Business 上使用，必须重新注册。
    使用。",161
"Nasabah yang mengajukan fasilitas H2H myBCA Bisnis wajib membangun
    infrastruktur jaringan dan sistem H2H berdasarkan Dokumen
    Spesifikasi Teknis dari BCA untuk dapat melakukan transaksi melalui
    fasilitas H2H myBCA Bisnis.","申请myBCA商务H2H设施的客户需要建立
    网络基础设施和 H2H 系统。
    要通过 myBCA Business H2H 设施进行交易，申请 myBCA Business H2H 设施的客户必须根据 BCA 的技术规范文件建立网络基础设施和 H2H 系统。
    myBCA Business H2H 设施进行交易。",232
myBCA Bisnis menyediakan fasilitas,myBCA Business 提供以下设施,34
Host to Host,主机对主机,12
"(H2H) untuk
    dapat melaksanakan transaksi perbankan secara","(H2H) 以
    能够在以下地点进行银行交易",61
